"Business Name","Doing Business As","Business Address","Business Geo Location"
"SOLUTIONS SANDBOX, LLC",,"3901 ELLWOOD AVE","POINT (-77.49173 37.55863)"
"G R BAILEY CO INC",,"1811 DOCK LANDING ROAD","POINT (-77.42856 37.53171)"
"RBM REMODELING SOLUTIONS LLC",,"12060 BRIDGEFORTH MILL DR","POINT (-77.8895 37.29739)"
"WILLIAMSON JANET L AND JOHN G WILLIAMSON",,"14 S AUBURN AVE","POINT (-77.48227 37.5543)"
"COMMONWEALTH FUND SERVICES INC",,"8730 STONY POINT PKWY 205","POINT (-77.56426 37.55126)"
"BRIBEC GROUP LLC",,"3455 WALMSLEY BLVD","POINT (-77.46131 37.46499)"
"INTEGRITY CONTRACTING & RENOVATIONS LLC",,"14152 COFIELD LANE","POINT (-77.58583 37.80427)"
"GAF ENERGY LLC",,"5981 OPTICAL COURT",
"AVIS ELECTRIC COMPANY INC",,"8434 MEADOWBRIDGE ROAD","POINT (-77.5134 37.39682)"
"PATEL ASHOK R MD PLLC",,"2015 MONUMENT AVE","POINT (-77.46303 37.55546)"
"ALIGN ACTUARIAL LLC",,"3448 ARCHER SPRINGS TER","POINT (-77.59183 37.53839)"
"ARIA BAHAR LLC","AFGHAN CUISINE RVA","1335 W BROAD ST","POINT (-77.45492 37.55339)"
"TAYLOR CONSTRUCTION SERVICES INC",,"8500 PERRYMONT ROAD","POINT (-77.43613 37.40684)"
"M&M CONVENIENCE TOBBASCO & VAPE CORP.",,"3406 FOREST HILL AVE","POINT (-77.46982 37.51538)"
"AR HIGH PRESSURE CLEANING LCC","CEARCO","117 W 21 ST","POINT (-77.45306 37.5186)"
"THE UNIQUE RESOURCE CENTER","SARAH'S DEN","24 E BROAD ST","POINT (-77.44117 37.54517)"
"UNITED AUTO REPAIR AND SALES INC","UNITED AUTO REPAIR AND SALES","5460 MIDLOTHIAN TPKE","POINT (-77.49907 37.50643)"
"LEWIS SUPPLY COMPANY INC",,"101 E 7TH ST","POINT (-77.43873 37.52204)"
"R A PRAUGHT CONSTRUCTION INC",,"9524 DOWNING ST","POINT (-77.58104 37.61744)"
"PALACE PLUMBING LLC",,"8341 GREENOCK DR","POINT (-77.55202 37.52969)"
"DESIGN ELECTRIC INC",,"1307 CARLTON AVE","POINT (-78.46924 38.02256)"
"MONROE DESIGN AND CONSTRUCTION LLC","ARCHADECK OF RICHMOND","10418 FALCONBRIDGE DR","POINT (-77.60309 37.6131)"
"RIVER CITY HOME SERVICES INC",,"5231 HICKORY PARK DR C","POINT (-77.55082 37.5584)"
"HERMITAGE STEEL INC",,"12279 WASHINGTON HWY","POINT (-77.47222 37.7431)"
"MCIMETRO ACCESS TRANSMISSION SERVICE LLC","STATE REGULATORY REPORTING","1133 19TH ST NW","POINT (-77.41666 37.54284)"
"CARIBBEAN ON WHEELS LLC","CARIBBEAN ON WHEELS BAR & GRILL","3053 HULL ST","POINT (-77.46222 37.50938)"
"MOULTON ASHLEY","MOULTON NATIVE PLANTS","1216 OVERBROOK RD","POINT (-77.44919 37.56533)"
"BOAZ & RUTH INC",,"3030 MEADOW BRIDGE ROAD","POINT (-77.41895 37.57117)"
"COASTAL CONSTRUCTION SERVICES INC",,"15274 W FORK DR","POINT (-77.63039 37.73375)"
"GILLIE POWER EQUIPMENT CO INC","POWER EQUIPMENT COMPANY","2011 WILLIAMSBURG ROAD","POINT (-77.38929 37.51685)"
"HOLLISTER PROPERTIES LLC",,"5407 PATTERSON AVE 201","POINT (-77.51013 37.5765)"
"INFINITY THERAPY LLC",,"2712 E BROAD ST 5","POINT (-77.41649 37.53024)"
"ALDI INC MARYLAND",,"927 MYERS ST","POINT (-77.46907 37.56349)"
"S B COX INC",,"5200 HATCHER ST","POINT (-77.40766 37.5123)"
"VIRGINIA CVS PHARMACY LLC #1975","CVS/PHARMACY #1975","7023 THREE CHOPT RD","POINT (-77.53246 37.59058)"
"J GROUP COUNSELING SERVICES LLC",,"3349 COFER RD B","POINT (-77.46284 37.49226)"
"DAYSPRING VENTURES LLC",,"1201 LABURNUM PARK BLVD","POINT (-77.45093 37.58142)"
"PROCON INC",,"211 INDUSTRY BLVD","POINT (-79.8719 37.05198)"
"ISLAND HUB LLC","ISLAND HUB CARIBBEAN MARKET","6856 MIDLOTHIAN TPKE 104","POINT (-77.52251 37.50227)"
"CULINARY CRAFT LLC","SMOHK RVA","3112 W LEIGH ST","POINT (-77.47137 37.56798)"
"MQ FLOORING LLC",,"2815 TERMINAL AVE","POINT (-77.4498 37.48262)"
"HOP SHOT PHOTOGRAPHY LLC","HOP SHOT PHOTOGRAPHY","3717 EDGEWOOD AVE","POINT (-77.43915 37.58441)"
"STUBBS MOBILE PHYSICAL THERAPY LLC",,"947 MEYERS ST","POINT (-77.4678 37.56426)"
"WILD SMOKE LLC",,"1020 W MARSHALL ST","POINT (-77.45038 37.55201)"
"IMAGINARY IMAGES INC","PAPER MOON RESTAURANT","6710 MIDLOTHIAN TPKE","POINT (-77.51927 37.50281)"
"JACKSON SIERRA L","SIERRA L JACKSON","2013 N 28TH ST","POINT (-77.40079 37.54599)"
"TEEL CONSTRUCTION INC",,"3920 UNIVERSITY DR",
"COMMONWEALTH GROUNDS SERVICE INC",,"3721 STRATFORD RD","POINT (-77.54054 37.54778)"
"CHEWNING & WILMER INC",,"2508 MECHANICSVILLE TPKE","POINT (-77.40735 37.56095)"
"DONALDSON BOOKKEEPING SOLUTIONS",,"1214 N 37TH STREET","POINT (-77.40026 37.53126)"
"R E LEE ELECTRIC CO INC",,"8207 BACKLICK RD","POINT (-77.18897 38.73094)"
"CLEANS AND CLEANS SERVICES INC",,"23 E 36TH ST","POINT (-77.472 37.50901)"
"GS CONSTRUCTION MID-ATLANTIC LLC",,"465 MEETING ST 500",
"NATE SEABORN CONSTRUCTION LLC",,"23 DEERWOOD DR","POINT (-77.64667 37.57158)"
"EXCEL AUTO CARE INC","AUTO PLUS LEASING","10 WESTOVER HILLS BLVD","POINT (-77.48722 37.50994)"
"THETA HOMES LLC",,"1941 NORMANSTONE DR",
"CWA INC","APPICH CONSTRUCTION","14321 WINTER RIDGE LN","POINT (-77.65258 37.64877)"
"RICHMOND NEPHROLOGY ASSOCIATES",,"671B HIOAKS RD","POINT (-77.52427 37.51134)"
"HEARTWOOD TAX CONSULTANT INC","HEARTWOOD TAX CONSULTANT","9020 STONY POINT PKWY","POINT (-77.56869 37.55398)"
"THE MIRUS EXPERIENCE LLC",,"3122 W CARY STREET A","POINT (-77.48117 37.55362)"
"ABG ENTERPRISES LLC","PROLIFT GARAGE DOORS OF RICHMOND","7008 MONTAUK DR","POINT (-77.52283 37.54222)"
"ZIPOLITE LIFE LLC","LA PLAYA MEXICAN FOOD & MARISCOS","2617 W BROAD ST","POINT (-77.46794 37.56116)"
"JUREDDYS LLC","EL RETEN","4707 WALMSLEY BLVD","POINT (-77.48184 37.46989)"
"TARABAY VLADIMIR","FAST BAIL BONDING","2800 SKIPTON RD","POINT (-77.51438 37.53713)"
"REEDY CREEK ENVIRONMENTAL LLC",,"4020 DUNSTON AVE","POINT (-77.47844 37.51601)"
"ART WORKS INC",,"320 HULL ST","POINT (-77.43746 37.52518)"
"PREMIERE LOGISTICS LLC",,"8328 CHIPPENHAM RD","POINT (-77.54881 37.54648)"
"PUPUSERIA ZACAMIL LLC","PUPUSERIA ZACAMIL","900 E BROAD ST","POINT (-77.43342 37.54052)"
"POSH SKIN BAR & SPA LLC",,"111 HULL ST 160","POINT (-77.43693 37.5264)"
"CAMPBELL ERIN L",,"2019 WESTOVER HILLS BLVD","POINT (-77.48573 37.52827)"
"TERRANOVA INC","EL AVENTURERO","3111 BROAD ROCK BLVD","POINT (-77.4816 37.47397)"
"ATLANTIC BEACON MANAGEMENT LLC",,"1012 N BELMONT AVE","POINT (-77.47364 37.56426)"
"TOWNCRAFT RVA LLC",,"4401 CORBIN ST","POINT (-77.44015 37.59178)"
"ELECTRICAL & LIGHTING SOLUTIONS INC",,"2256 GAYTON CENTRE DR",
"MENHADEN LLC","ALEWIFE","3120 E MARSHALL ST","POINT (-77.41176 37.52871)"
"ETEC MECHANICAL CORPORATION",,"8820 PARK CENTRAL DR","POINT (-77.44258 37.64739)"
"EPOXY SYSTEMS LLC",,"6507 OLD WARWICK ROAD","POINT (-77.51682 37.50487)"
"CARS OF RICHMOND VA INC","CARRVA","101 BELT BLVD","POINT (-77.4858 37.50797)"
"SARAH FISCHER LLC",,"1504 WILIMINGTON AVE","POINT (-77.45756 37.58288)"
"GENUINE WEALTH SOLUTIONS LLC",,"5620 KILDARE DR","POINT (-77.50241 37.52489)"
"JAVA WRAPS INC","PALANI DRIVE","401 LIBBIE AVE 1","POINT (-77.51784 37.57442)"
"COLOR TECH LLC",,"5025 OLD MIDLOTHIAN TPKE","POINT (-77.49085 37.50745)"
"SOUTHSIDE COMMUNITY DEVELOPMENT","SOUTHSIDE COMMUNITY DEVELOPMENT","1624 HULL ST","POINT (-77.44825 37.51833)"
"ADVANCE STORES CO INC","ADVANCE AUTO PARTS #2330","2405 CHAMBERLAYNE AVE","POINT (-77.44348 37.56489)"
"ADAMS BARBERSHOP LLC",,"721 W BROAD ST","POINT (-77.4488 37.54972)"
"OSPREY FINANCIAL INC",,"4312 GROVE AVE B","POINT (-77.49645 37.56397)"
"RIGHT MOTIVE MUSIC GROUP LLC","RIGHT MOTIVE PUBLISHING","5143 KENMARE LOOP","POINT (-77.48871 37.45939)"
"CLARKSON MEGAN MCKINLEY","MC WRITTING COMPANY","4525 E SEMINARY AVE","POINT (-77.45062 37.59614)"
"KAUFMAN & CANOLES PC",,"1021 E CARY ST 1400","POINT (-77.43546 37.53637)"
"A H JONES PLUMBING CO",,"15901 DUNN ST","POINT (-77.97071 37.33788)"
"JUST CDL LLC",,"3310 JETER AVE","POINT (-77.43006 37.57906)"
"BROWN MOSGHETTI F","TRI CITY CONCESSIONS","900 E BROAD ST","POINT (-77.43342 37.54052)"
"WMD VENTURES INC","HULL ST MARKET","1125 HULL ST","POINT (-77.44385 37.52112)"
"JOYS DELIGHTZ LLC","JOYS DELIGHTZ LLC","900 E BROAD ST","POINT (-77.43342 37.54052)"
"SYCG CONSULTING, LLC",,"1605 BROOKLAND PKWY","POINT (-77.45957 37.57662)"
"GROUND ZERO MEDIA SERVICES INC",,"2530 W MAIN ST","POINT (-77.47315 37.55181)"
"FERRAMOSCA PAUL","PAUL'S PLACE","1009 OVERBROOK ROAD","POINT (-77.44501 37.56558)"
"CRUNCH DYNASTY LLC",,"315 W BROAD ST","POINT (-77.44505 37.54751)"
"CRANDALL LEIGH",,"2206 STUART AVE","POINT (-77.46618 37.55469)"
"TANGENTS INCORPORATED","MONGREL","2924 W CARY ST","POINT (-77.47835 37.55233)"
"WILD & NOURISHED WOMAN LLC",,"934N HAMILTON ST","POINT (-77.48315 37.56666)"
"JOSEPH SABIT INC",,"6209 JAHNKE RD","POINT (-77.51076 37.52029)"
"SYDNOR HYDRO INC","SYDNOR HYDRO","2111 MAGNOLIA ST","POINT (-77.41494 37.55987)"
"POC CORP","QUEENS COMFORT","1316 E CARY ST","POINT (-77.43323 37.53502)"
"RVA AUTO DETAIL LLC",,"6332 MIDLOTHIAN TPKE A3","POINT (-77.51273 37.50408)"
"BUCKETEZ AUTO SALES LLC","BUCKET AUTO SALES","1820 HULL ST","POINT (-77.44945 37.51756)"
"HONK & WAVE LLC",,"5017 CALEDONIA RD","POINT (-77.48864 37.52551)"
"J R CASKEY INC",,"2031 VALPARK DR","POINT (-77.48115 37.53785)"
"APPLE NINE SERVICES RICHMOND INC","COURTYARD BY MARRIOTT RICHMOND DOWNTOWN","1320 E CARY ST","POINT (-77.43302 37.53489)"
"HOT CHICKEN INCORPORATED",,"1309 W BROAD ST","POINT (-77.45423 37.55298)"
"E LAND2 INC","MANHATTAN","4728 N SOUTHSIDE PLZ","POINT (-77.47801 37.50207)"
"ARTHUR ASHE BLVD CW LLC",,"3110 N ARTHUR ASHE BLVD","POINT (-77.4634 37.57546)"
"CONNECTED THERAPY LLC",,"4231 STRATFORD RD","POINT (-77.53956 37.55377)"
"TATA WIRELESS USA, LLC",,"4723 WALMSLEY BLVD","POINT (-77.48306 37.46945)"
"BLAND DOUGLAS","DOUG'S LANDSCAPING","415 PATRICK AVE","POINT (-77.42715 37.57969)"
"LANDCARE USA LLC",,"1408 GORDON AVE","POINT (-77.43806 37.51126)"
"EDWARD D JONES & CO LP",,"3150 W CARY ST","POINT (-77.48187 37.55385)"
"CORKERS BUILDERS LLC",,"14190 GREENWOOD CHURCH RD","POINT (-77.58314 37.78098)"
"BOSCHEN MASONRY INC",,"119 SYLVIA ROAD","POINT (-77.46487 37.77082)"
"WHEN THE WILLOW WHISPERS LLC",,"5709 BROMLEY LN","POINT (-77.5114 37.58099)"
"5 STAR CDL TRAINING LLC",,"2201 E BELT BLVD","POINT (-77.46682 37.48812)"
"COLLIER AND COLLIER PC",,"3401 CUTSHAW AVE","POINT (-77.47788 37.567)"
"JANUS & STONE P.C.",,"5608 GROVE AVE","POINT (-77.51614 37.57344)"
"MAYSONS PHARMACY AT RETREAT, INC",,"110 N ROBINSON ST","POINT (-77.47252 37.55319)"
"STREET FED INC","ALOHA CAFE RVA","2412 SILVER LAKE TERR","POINT (-77.65009 37.6353)"
"EMILY MORRIS","KEYFRAME FX","1900 TEXAS AVE","POINT (-77.46967 37.53153)"
"COLONIAL PLUMBING & HEATING CO I",,"114 CHARLOTTE AVE","POINT (-77.49447 37.55336)"
"CHINA DRAGON OF LIN LLC",,"5254 HULL ST ROAD","POINT (-77.49021 37.49177)"
"CONVERT SOLAR LLC",,"5825 WARD CT","POINT (-76.18628 36.88988)"
"MAQ INVESTMENTS INC","FAST MART & DELI","2003 WILLIAMSBURG RD","POINT (-77.38994 37.51659)"
"ARMSTEAD JOSEPH E JR","J & J ELECTRICAL CO","6 W CLAY ST","POINT (-77.44058 37.54755)"
"CAITLYN PATEY LLC",,"5501 EUCLID AVE","POINT (-77.40112 37.5098)"
"TAD ENTERPRISES LLC","SPORT CLIPS HAIRCUTS","7101 FOREST HILL AVE M","POINT (-77.52575 37.53474)"
"BOONE ROLAND LEN","BOONES CLEANING AND JANITORIAL SERVICE","3920 CHAMBERLAYNE AVE 14","POINT (-77.44869 37.59016)"
"TORTILLERIA AZTECA LLC",,"5300 HULL STREET RD","POINT (-77.49118 37.49128)"
"FAMILY DOLLAR STORES OF VA LLC","FAMILY DOLLAR #27976","2845 BROAD ROCK BLVD","POINT (-77.47999 37.47885)"
"CHARLES H FRANCIS & SONS PLUMBING & HEAT",,"122 THOMPSON ST","POINT (-77.4874 37.5588)"
"RISE ELEVATOR LLC","RISE ELEVATOR SERVICES","7325 CREIGHTON RD",
"MELANIE M STOUDT LLC",,"5318 PATTERSON AVE C","POINT (-77.50931 37.57694)"
"KINDRED BROTHERS INC","KINDRED SPIRIT BREWING","1626 OWNBY LANE","POINT (-77.45911 37.5638)"
"THE PLUMBING OFFICIALS LLC",,"2407 LAMB AVE","POINT (-77.43085 37.56452)"
"1ST DYNASTY LLC",,"1526 OAKWOOD AVE","POINT (-77.39838 37.53425)"
"SUCCESS BY DEZIGN LLC",,"2812 HAWTHORNE AVE","POINT (-77.44267 37.56869)"
"ROSEMARY KULP DESIGNS LLC",,"4315 HANOVER AVE","POINT (-77.49552 37.56489)"
"CAMILLE RUDNEY LLC",,"4807 HERMITAGE RD","POINT (-77.46636 37.59794)"
"SUPER FUN RVA LLC","BINGO AND BINGO BEER COMPANY","2900 W BROAD ST","POINT (-77.4717 37.56344)"
"STANDARD PARKING #98349",,"607 E MARSHALL ST","POINT (-77.43525 37.54298)"
"CB CHANDLER ROOFING LLC",,"8514 SANFORD DR","POINT (-77.50429 37.62904)"
"SHULTZ & JAMES INC",,"9 E CARY ST","POINT (-77.44481 37.54194)"
"BUILDING SCIENCE INCORPORATED",,"8436 ERLE ROAD","POINT (-77.40074 37.61932)"
"VESTIQUE LLC",,"5820 PATTERSON AVE","POINT (-77.51537 37.58052)"
"SERVICE EXPERTS HEATING & AIR CONDITION","EVEREADY SERVICE EXPERTS","8033 KIMWAY B","POINT (-77.50032 37.62341)"
"GREGORY PENNY","PENNYS ENTERPRISE WORTH EVERY PENNY","811 HILL TOP DR","POINT (-77.49286 37.51629)"
"RICCOBENE & ASSOCIATES CCII, DDS, P.C.","COMMONWEALTH DENTISTRY SPECIALTY CENTER","6750 FOREST HILL AVE B","POINT (-77.51811 37.53755)"
"SUNOCO INC",,"2000 TRENTON AVE","POINT (-77.43504 37.46083)"
"JAZZ AND ACOUSTIC MUSIC INC","JAMINC","1101 HAXALL PT 902","POINT (-77.43746 37.53361)"
"EXPRESS ELECTRIC CO INC",,"285 DOW-GIL ROAD","POINT (-77.46387 37.74106)"
"WILLIAMS ALFREDA","WILLIAMS APPLIANCES PLUS","123 W BROOKLAND PARK BLVD","POINT (-77.43481 37.57162)"
"URBAN HANG SUITE LLC",,"304 E BROAD STREET","POINT (-77.43901 37.54397)"
"PATTERSON EYE CLINIC OPTOMETRIST",,"5419 PATTERSON AVE","POINT (-77.5111 37.57685)"
"MARTINS CONSTRUCTION CORP",,"210 LITTLE FALLS ST 300","POINT (-77.42974 37.55739)"
"BACKYARD MOWERS LLC",,"2921 HAWTHORNE AVE","POINT (-77.44334 37.57125)"
"BROWN HUGH JR","VIRGINIA JUDGEMENT RECOVERY","4011 BARTH ROAD","POINT (-77.48866 37.46265)"
"N & R DINING INC","BURGER KING #13826","430 E BELT BLVD","POINT (-77.47591 37.50363)"
"VENTURE MATTRESS INC","MATTRESS OUTLET","6832 MIDLOTHIAN TPKE B","POINT (-77.52148 37.50243)"
"TOOMBS LTD",,"809 LIBBIE AVE","POINT (-77.5137 37.57994)"
"SP PLUS CORPORATION",,"407 N 10TH ST","POINT (-77.43131 37.5412)"
"BROOKE WHITE LLC",,"1710 FLOYD AVE","POINT (-77.46196 37.54914)"
"CHESTERFIELD AUTO PARTS CO INC",,"5115 OLD MIDLOTHIAN TPKE","POINT (-77.4915 37.50732)"
"IOTT DANIEL T","INSIDEVIEW 360 WEB SERV/ DAN IOTT PHOTO","100 N DOOLEY AVE","POINT (-77.48231 37.55699)"
"MEGAN PAUL LCSW LLC",,"6954 FOREST HILL AVE B","POINT (-77.52333 37.53843)"
"SPIRAL HORN GENERAL CONTRACTORS LLC",,"8145 STUDLEY RD","POINT (-77.38008 37.65272)"
"NYCOM INC",,"14200 MICHAUX GLEN DRIVE","POINT (-77.67249 37.51249)"
"RYAN INCORPORATED","PLANTHOUSE","1601 ROSENEATH RD","POINT (-77.47272 37.57065)"
"BASKERVILLE KARL JR","MOBILE BARBER","3900 OLD BROOK CIR 113","POINT (-77.44738 37.58858)"
"COMFORT ZONE CONSTRUCTION INC",,"5202 ARGUS LANE","POINT (-77.50166 37.59503)"
"BIRDHOUSE FARMERS MARKET INC",,"1507 GRAYLAND AVE","POINT (-77.46149 37.54446)"
"BLS ELECTRICAL LLC",,"6509 LAKEVISTA DR","POINT (-77.33217 37.58818)"
"ELEVATION CLEANING SERVICE LLC",,"2701 HANES AVE","POINT (-77.4354 37.56723)"
"ADVANCE STORES CO INC","ADVANCE AUTO PARTS #2210","3020 JEFFERSON DAVIS HWY","POINT (-77.44481 37.48103)"
"BROADVIEW NETWORKS INC",,"1201 E CARY ST","POINT (-77.43447 37.53578)"
"ANTHONY COSTELLANO DDS PC",,"2500 MONUMENT AVE","POINT (-77.46778 37.55857)"
"BROWN INGA","CHRISTIE'S LUNCHBOX I","408 BROOK RD","POINT (-77.44277 37.54802)"
"WWF INC","FOUNTAIN BOOKSTORE INC","1312 E CARY ST","POINT (-77.43336 37.5351)"
"TMRND LLC",,"2400E CARY STREET 404","POINT (-77.42275 37.52858)"
"DOGWOOD HOMEBUILDERS LLC",,"3693 SPEEKS DR","POINT (-77.59289 37.43649)"
"LEWIS RONALD LEON","RONALD'S LAWN & MAINTENANCE SERVICE","1517 GREENVILLE AVE","POINT (-77.471 37.53452)"
"THE BOULEVARD INN LLC",,"1 N ARTHUR ASHE BLVD","POINT (-77.47555 37.55281)"
"FERGUSON ALISON","AMERICAN WHOLESALE CO II","1324 HUNTLAND RD","POINT (-77.50826 37.52213)"
"OLD DOMINION MECHANICAL LLC",,"3414 W LEIGH ST","POINT (-77.47542 37.57107)"
"SURI SOLUTIONS LLC",,"1910 WOODBINE ROAD","POINT (-77.48018 37.5246)"
"CANDOR RVA",,"1801 HIGHPOINT AVE","POINT (-77.46903 37.57038)"
"CASEY SOUL THERAPY LLC",,"900 E BROAD ST","POINT (-77.43342 37.54052)"
"GLOBAL EXCHANGE CONNECTION LLC","DULLES GLASS AND MIRROR","7610 DOANE DR","POINT (-77.54592 38.79209)"
"PAPER ON THE AVENUE INC",,"401 LIBBIE AVE 2","POINT (-77.51784 37.57442)"
"AT&T COMMUNICATIONS OF VIRGINIA LLC",,"900 E BROAD ST","POINT (-77.43342 37.54052)"
"DARE ENTERPRISE INC","VA PAWN","5300 HULL STREET RD","POINT (-77.49118 37.49128)"
"LILY FASIL STUDIOS LLC","BUNA KURS ETHIOPIAN CAFE","4021/2 N 2ND ST","POINT (-77.4425 37.54209)"
"HURST SARAH","SARAH HURST INTERIORS","6124 ST ANDREWS LANE","POINT (-77.53092 37.57201)"
"SWEET ROOTS LLC",,"1719 W LABURNUM AVE","POINT (-77.46353 37.58408)"
"EAST COAST TIRES INC",,"3601 HULL ST","POINT (-77.46882 37.50519)"
"WALLER JOHN A M","BONNIE BOUTIQUE","3009 W CARY ST","POINT (-77.47922 37.55264)"
"ETHICS MATTER LLC",,"1704 WESTOVER HILLS BLVD","POINT (-77.48736 37.52445)"
"AML ELECTRICAL CONTRACTORS LLC",,"17175 NAPIER DR","POINT (-77.48337 37.87289)"
"ZX RESTAURANT INC","GOT DUMPLINGS","309 N LAUREL ST","POINT (-77.44943 37.5495)"
"BARKER CONSTRUCTION CO INC",,"820 PUNCHBOWL LN","POINT (-76.62204 37.73681)"
"3RD STREET DINER INC","3RD STREET DINER","218 E MAIN ST","POINT (-77.44182 37.54151)"
"DODSON WORKSPACES LLC","GATHER","2920 W BROAD ST","POINT (-77.47229 37.56423)"
"CHADWICK & SONS ORCHIDS INC",,"203 N BELMONT AVE","POINT (-77.47788 37.55678)"
"EXACT STORMWATER MANAGEMENT LLC",,"14006 WINTERFIELD LANE","POINT (-77.6608 37.50628)"
"URBAN RUM COMPANY LLC",,"1603 OWNBY LANE","POINT (-77.45771 37.56264)"
"ELECTRO LUMINX",,"1320 N ARTHUR ASHE BLVD","POINT (-77.46772 37.5671)"
"CARBONE CO LLC","THE LOFT","200 W MARSHALL ST","POINT (-77.44295 37.54759)"
"KINDER MORGAN SOUTHEAST TERMINALS LLC",,"2000 TRENTON AVE","POINT (-77.43504 37.46083)"
"MARY SECREST","MARY SECREST OT, LLC","4412 PARK AVE","POINT (-77.49379 37.56936)"
"PSM PARKWAY LLC","BRENTWOOD INN","6620 MIDLOTHIAN TPKE","POINT (-77.51815 37.50281)"
"TGX LLC","OMEGA GRECIAN RESTAURANT","4017 MACARTHUR AVE","POINT (-77.45823 37.58909)"
"HUNTER DEBBIE",,"5806 THREE CHOPT RD","POINT (-77.52333 37.57037)"
"COMMONWEALTH BLINDS AND SHADES INC",,"8529 MEADOWBRIDGE RD 500","POINT (-77.4483 37.62589)"
"CITI TRENDS INC","CITI TRENDS # 258","4656 N SOUTHSIDE PLAZA","POINT (-77.47682 37.50301)"
"BLANCHARD'S COFFEE CO",,"26 N MORRIS ST","POINT (-77.45657 37.5465)"
"UNION PRESBYTERIAN SEMINARY",,"3401 BROOK RD","POINT (-77.44956 37.57885)"
"KENNETH TYLER","TYLERS COMMERCIAL BUILDINGS AND DEVELOPM","4741 HOPKINS RD","POINT (-77.46868 37.45785)"
"DAVID H SOLODAR PLC","SOLODAR & SOLODAR","4825 RADFORD AVE 201","POINT (-77.4943 37.58022)"
"DREAMWORKERS CONSTRUCTION & REMODELING",,"9301 BAREFOOT TRAIL","POINT (-77.56023 37.43068)"
"KIMMEL FRANCES M",,"3105 DOUGLASDALE ROAD","POINT (-77.48493 37.54488)"
"TIO PABLO LLC",,"1703 E FRANKLIN ST","POINT (-77.42748 37.53419)"
"JSC CONCRETE CONSTRUCTION INC",,"8201 EUCLID CT 301","POINT (-77.43289 37.63098)"
"J & J ELECTRIC","J & J ELECTRIC","6022 GLENWAY DR","POINT (-77.50865 37.51882)"
"7 HEAVEN SUPERMARKET INC","7 HEAVEN","1621 WILLIAMSBURG RD","POINT (-77.39548 37.51454)"
"THE ROCK PROJECT LLC",,"71/2 W MARSHALL ST","POINT (-77.44117 37.54651)"
"HC RESTAURANTS LLC","SCOTTYS","1304 MACTAVISH AVE","POINT (-77.47448 37.56834)"
"AUCTUS LLC","AUCTUS","210 LAURADELL RD","POINT (-77.49225 37.77044)"
"OPPENHEIMER & CO INC",,"9020 STONY POINT PKWY 250","POINT (-77.56869 37.55398)"
"AVA ANALYTICS LLC",,"4013 SHARON CT","POINT (-77.47601 37.51581)"
"REGULARS SOCIAL CLUB LTD",,"2523 CHAMBERLAYNE AVE","POINT (-77.44418 37.56647)"
"CD & PB ENTERPRISES LLC",,"3737 HULL ST","POINT (-77.47056 37.50376)"
"BETTERMENT COUNSELING AND CONSULTING LLC",,"5092 OLD WARWICK ROAD","POINT (-77.48552 37.48935)"
"FORD AND ROBBINS INC",,"8570 MEADOWSWEET DR","POINT (-77.38964 37.64543)"
"MCGRATH JAMES",,"3337 COOPER ROAD","POINT (-77.51761 37.54461)"
"WALGREENS #03682",,"5122 HULL STREET ROAD","POINT (-77.48798 37.49328)"
"DEIHL SUSAN G","ROUNDOOR STUDIOS","617 WOODSTOCK ROAD","POINT (-77.49149 37.49995)"
"HARRISON ST COFFEE SHOP","HARRISON STREET CAFE","402 N HARRISON ST","POINT (-77.45359 37.55053)"
"SPAIN COMMERCIAL, INC.",,"322 FREEDOM BLVD","POINT (-76.4755 37.17841)"
"WORKSHOP DIGITAL LLC",,"3308 W CLAY ST","POINT (-77.47398 37.56876)"
"MOTEN JASON","CEEBORAD INSTALLERS","912 GREEN BRIDGE DR","POINT (-77.50195 37.49414)"
"FULL SEND RESTAURANT GROUP LLC","TROUVAILLE","203 N LOMBARDY ST","POINT (-77.45941 37.55019)"
"CAMPBELL NINA","STYLISTIC CREATIONS","2201 SEMMES AVE","POINT (-77.45594 37.52152)"
"LIF PROJECTS LLC","LIF PROJECTS","3511 SKIPPING ROCK WY","POINT (-77.49771 37.46857)"
"UNITED PLUMBING LLC",,"323 BARCLAY RD","POINT (-77.4432 37.54907)"
"THOMPSON HOSPITALITY SERVICES LLC",,"1500 N LOMBARDY ST","POINT (-77.45138 37.56169)"
"PAGE LAW FIRM PC",,"2913 PARK AVE","POINT (-77.4736 37.56057)"
"PLUMBING SYSTEMS INC",,"1145 GOOSE WING RD","POINT (-77.76313 37.70724)"
"T & B EQUIPMENT COMPANY INC",,"11065 LEADBETTER RD","POINT (-77.44427 37.70333)"
"EPIC LEADERSHIP AND MANAGEMENT SER INC",,"325 E 5TH ST","POINT (-77.43525 37.52122)"
"FARM HOUSE SALON LLC","FARM HOUSE SALON","3224 W CARY ST A-12","POINT (-77.4836 37.55421)"
"INDEPENDENCE CONSTRUCTION CO OF VA INC",,"301 CLEVELAND PL #103","POINT (-77.47885 37.55801)"
"BROWN CHARLES B","URBAN TRADERS","900 E BROAD ST 103","POINT (-77.43342 37.54052)"
"HERBS JANITORIAL & LAWN CARE SERVICE LLC",,"3108 FRENCH ST","POINT (-77.48425 37.54675)"
"CLIMATE SOLUTIONS LLC",,"3615 MAYLAND CT","POINT (-77.56937 37.63915)"
